bgg_id,bgg_name,year_published,play_time,rank,bayes_average,average,users_rated,average_weight,mechanisms,publishers,designers,families,categories
191051,"Outlive",2017,110,958,6.65778,7.27191,4809,3.0305,"Area Movement|Events|Set Collection|Take That|Variable Set-up|Worker Placement|Worker Placement, Different Worker Types","La Boîte de Jeu|Albi|Arclight Games|Fabrika Igr|Fantasmagoria|Last Level|Pegasus Spiele|Raven Distribution|Rebel Sp. z o.o.|Surfin' Meeple|Surfin' Meeple China","Grégory Oliver","Components: Miniatures|Crowdfunding: Kickstarter|Players: Games with expansions that add solo play|Theme: Post-Apocalyptic|Theme: Survival","Science Fiction"
110277,"Among the Stars",2012,30,963,6.65565,7.01901,7314,2.2382,"Closed Drafting|Open Drafting|Simultaneous Action Selection|Tile Placement|Variable Player Powers","Artipia Games|Portal Games|Rightgames RBG SIA|Schwerkraft-Verlag|Stronghold Games","Vangelis Bagiartakis","Crowdfunding: Indiegogo|Crowdfunding: Kickstarter|Game: Among the Stars|Mechanism: Tableau Building","Card Game|City Building|Science Fiction"
234671,"Pandemic: Rising Tide",2017,45,968,6.65292,7.54183,3007,2.5395,"Action Points|Area Movement|Cooperative Game|Hand Management|Set Collection|Solo / Solitaire Game|Trading|Variable Player Powers","Z-Man Games|Asmodee|Asterion Press|Edge Entertainment|Hobby Japan","Jeroen Doumen|Matt Leacock","Components: Map (Continental / National scale)|Country: Netherlands|Game: Pandemic|Occupation: Medic / Doctor / Nurses|Occupation: Researcher / Scientist","Environmental"
317457,"Dinosaur World",2021,120,966,6.65298,7.33316,4194,3.2632,"Dice Rolling|Income|Movement Points|Tile Placement|Worker Placement","Pandasaurus Games|La Boîte de Jeu|Devir|Fearless Frog|Galakta","Brian Lewis|David McGregor|Marissa Misura","Animals: Dinosaurs|Components: Dice with Icons|Components: Meeples (Dinosaur) / Dinomeeples|Crowdfunding: Kickstarter|Digital Implementations: Tabletopia|Game: Dinosaur Island/Dinosaur World|Theme: Amusement Parks / Theme Parks|Theme: Mad Science / Mad Scientist|Theme: Zoos, Aquaria, Safari Parks","Animals|City Building|Economic|Science Fiction"
528,"ZÈRTZ",1999,60,969,6.6515,7.26738,4459,2.7339,"Grid Movement|Map Reduction|Set Collection","Don & Co.|HUCH!|Rebel Sp. z o.o.|Rio Grande Games|Schmidt Spiele|Smart Toys and Games, Inc.","Kris Burm","Category: Combinatorial|Components: Marbles|Digital Implementations: BoardSpace|Digital Implementations: Boiteajeux|Misc: Mensa Select|Players: Two-Player Only Games|Series: GIPF Project","Abstract Strategy"
231218,"Black Sonata",2017,30,954,6.65939,7.46743,3398,2.0816,"Action Queue|Deduction|Hidden Movement|Point to Point Movement|Push Your Luck|Solo / Solitaire Game","(Web published)|Boardgame Mall|CrowD Games|GateOnGames|Melmac Games|Side Room Games|TGG Games|Treetato Studio","John Kean","Authors: William Shakespeare|Contests: Solitaire Print & Play|Crowdfunding: Kickstarter|Mechanism: Hidden Movement|Players: Games with Solitaire Rules|Players: Solitaire Only Games","Deduction|Print & Play|Renaissance"
196526,"Coffee Roaster",2015,30,967,6.65298,7.32741,3939,2.1493,"Deck, Bag, and Pool Building|Memory|Once-Per-Game Abilities|Push Your Luck|Solo / Solitaire Game|Variable Set-up","Saashi & Saashi|Angry Lion Games|Big Fun Games (Board Game)|Delirium Games|dlp games|Game Harbor|Homosapiens Lab|Stronghold Games","Saashi","Digital Implementations: Apple App Store|Digital Implementations: Google Play|Digital Implementations: Tabletopia|Food & Drink: Coffee|Players: Games with Solitaire Rules|Players: Solitaire Only Games","Industry / Manufacturing"
359970,"Challengers!",2022,45,961,6.65731,7.08982,6839,1.8009,"Deck Construction|Deck, Bag, and Pool Building|Finale Ending|Hand Management|Open Drafting","1 More Time Games|ADC Blackfire Entertainment|Choo Choo Games|Galápagos Jogos|Game Harbor|Gém Klub Kft.|GoKids 玩樂小子|Hobby Japan|Korea Boardgames|Lord of Boards|Rebel Sp. z o.o.|Tower Tactic Games|Z-Man Games","Johannes Krenner|Markus Slawitscheck","Digital Implementations: Board Game Arena|Misc: Watch It Played How To Videos","Animals|Card Game|Sports"
30957,"Tribune: Primus Inter Pares",2007,120,978,6.64789,7.21156,4716,2.8673,"Auction / Bidding|Hand Management|Open Drafting|Set Collection|Sudden Death Ending|Worker Placement","Edge Entertainment|Fantasy Flight Games|Heidelberger Spieleverlag|Moskito Spiele|Stratelibri|Ubik","Karl-Heinz Schmiel","Ancient: Rome","Ancient|Political"
216459,"The Lost Expedition",2017,50,974,6.6492,7.03758,7645,1.8789,"Cooperative Game|Hand Management|Solo / Solitaire Game","Osprey Games|17wanzy (Yihu BG)|All In Games|Gen-X Games|Nuts! Publishing","Peer Sylvester","Game: The Lost Expedition|Misc: Watch It Played How To Videos|Players: Games with Solitaire Rules|Region: Amazon Rainforest|Theme: Survival","Adventure|Card Game|Exploration"
12891,"Friedrich: Anniversary Edition",2004,210,983,6.64595,7.55474,2979,3.1312,"Card Play Conflict Resolution|Events|Hand Management|Point to Point Movement|Secret Unit Deployment|Simulation|Variable Set-up","Histogame|Rio Grande Games","Richard Sivél","Cities: Berlin (Germany)|Cities: Hanover (Lower Saxony, Germany)|Components: Map (Continental / National scale)|Continents: Europe|Country: Austria|Country: France|Country: Germany|Country: Prussia|Country: Russia|Country: Sweden|Digital Implementations: Rally the Troops|History: Age of Kings|History: Seven Years War|Players: One versus Many|War Level of Command: Strategic","Age of Reason|Wargame"
372559,"Spots",2022,30,952,6.6609,7.15612,5777,1.2966,"Action Drafting|Contracts|Dice Rolling|Increase Value of Unchosen Resources|Push Your Luck|Race|Re-rolling and Locking|Set Collection|Variable Set-up","CMYK|Choo Choo Games|CoolPlay|Devir|Galápagos Jogos|Game Harbor|Gém Klub Kft.|IELLO|Pegasus Spiele|Rebel Sp. z o.o.|Ігромаг","Alex Hague|Jon Perry|Justin Vickers","Animals: Dogs|Digital Implementations: Board Game Arena","Animals|Card Game|Dice"
2093,"Mahjong",1850,120,977,6.64857,7.05514,7897,2.583,"Hand Management|Set Collection","(Public Domain)|(Unknown)|A. D. Richter & Cie.|Alga|ASS Altenburger Spielkarten|Blizzard Entertainment|Brevete S.G.D.G.|Brybelly|Cardinal|Carlsberg|Cayro, The Games|Chad Valley Co Ltd.|CHH Games|Chinese Arts & Crafts|Creative Crafthouse|Crisloid|Dal Negro|De La Rue|Dilemma Games|E. S. Lowe Company Inc.|Educa Borras|Fame Products|Franz Schmidt|Fratelli Fabbri Editori  (Fabbri Editore)|Geoludie|Gibsons|Golconda|Golden|Grapet|Grow Jogos e Brinquedos|Guanhua (冠華)|H. P. Gibson & Sons|Hartung-Spiele|Intercontor AG|John Jaques of London|John Lewis|John N. Hansen Co., Inc.|John Sands Pty Ltd|Jumbo|Kärnan|Kerry's Mah Jong|Kirjalito|KR|Laurence King Publishing Ltd|Longfield Games|Michael Stanfield|Miro Company|Monkey Pod Games|National Games, Inc.|National Mah Jongg League, Inc.|Olsen|Parker Brothers|Perry & Co. Ltd.|Philos|Revanche Spelen|Rosiness|Royal Depth|Schmidt Spiele|Skor-Mor|SPM: Syarikat Permainan Malaysia|Spółdzielnia Rzemieślnicza Wielobranżowa "Przemysław"|Sterling Games|SYU Creation|Tactic|U3|Weico Produkte GmbH|Wizards of the Coast|Wood Expressions|Woodstock Spiele|Yellow Mountain Imports|Zontik Games","(Uncredited)","Card Games: Draw and Discard|Card Games: Exchange|Digital Implementations: Tabletopia|Promotional: Board Games|Traditional Card Games: Rummy|Traditional Games: Mahjong","Abstract Strategy"
228328,"Rurik: Dawn of Kiev",2019,120,984,6.64337,7.68983,2650,3.0763,"Area Majority / Influence|Area Movement|Auction / Bidding|Contracts|End Game Bonuses|Open Drafting|Selection Order Bid|Solo / Solitaire Game|Take That|Variable Player Powers","PieceKeeper Games|Banana Games|Giant Roc|Giochix.it|Hobby World|Lotus Frog Games|Ігромаг","Stan Kordonskiy","Cities: Kyiv (Ukraine)|Cities: Novgorod (Russia)|Cities: Smolensk  (Russia)|Components: Map (Continental / National scale)|Country: Belarus|Country: Moldova|Country: Russia|Country: Ukraine|Crowdfunding: Kickstarter|Digital Implementations: BoardGamePlay|Digital Implementations: Tabletopia|Players: Games with Solitaire Rules|Series: Madison Game Design Cabal","Medieval|Miniatures|Territory Building"
12962,"Reef Encounter",2004,120,988,6.64138,7.13004,5254,3.6782,"Area Majority / Influence|Commodity Speculation|Hand Management|Open Drafting|Tile Placement","R&D Games|Quined Games|What's Your Game?|Z-Man Games","Richard Breese","Animals: Coral / Jellyfish / Anemones|Animals: Fish / Fishes|Components: Player Screens|Theme: Biology|Theme: Tropical|Theme: Under the Sea","Animals|Environmental|Territory Building"
145659,"Scoville",2014,90,986,6.64185,7.11572,5561,2.779,"Auction / Bidding|Grid Movement|Once-Per-Game Abilities|Set Collection|Turn Order: Auction","Tasty Minstrel Games","Ed Marriott","Crowdfunding: Kickstarter|Series: TMG Originals|Theme: Food / Cooking","Farming"
137269,"Spyrium",2013,75,991,6.63988,7.04145,6429,2.8911,"Auction: Dutch Priority|Events|Income|Worker Placement","Ystari Games|Asmodee","William Attia","Components: Gems/Crystals|Country: England|Digital Implementations: Board Game Arena|Series: Ystari originals|Theme: Steampunk","City Building|Economic|Industry / Manufacturing|Science Fiction"
28181,"Combat Commander: Pacific",2008,180,996,6.63302,8.1089,1785,3.2486,"Campaign / Battle Card Driven|Hexagon Grid|Line of Sight|Scenario / Mission / Campaign Game|Simulation|Variable Phase Order","Devir|GMT Games","John Foley|Chad Jensen|Kai Jensen","Digital Implementations: VASSAL|History: World War II (Pacific)|Players: Two-Player Only Games|Series: Combat Commander","Wargame|World War II"
284818,"Caylus 1303",2019,90,993,6.63835,7.42215,3414,2.8676,"Action Queue|End Game Bonuses|Hidden Victory Points|Income|Open Drafting|Ownership|Resource to Move|Tags|Take That|Tile Placement|Turn Order: Claim Action|Turn Order: Pass Order|Variable Player Powers|Variable Set-up|Victory Points as a Resource|Worker Placement","Space Cowboys|CrowD Games|DiceTree Games|Galápagos Jogos|Hobby Japan|HUCH!|Rebel Sp. z o.o.","William Attia","Country: France|Game: Caylus","City Building|Economic|Medieval"
79127,"Star Trek: Fleet Captains",2011,120,994,6.6348,7.46806,3371,3.0595,"Action Points|Dice Rolling|Hexagon Grid|Modular Board|Tile Placement","WizKids (I)","Mike Elliott|Bryan Kinsella|Ethan Pasternack","Components: Clix|TV Shows: Star Trek (various)","Fighting|Miniatures|Movies / TV / Radio theme|Science Fiction|Space Exploration"
38996,"Washington's War",2010,90,997,6.63298,7.60828,2687,2.8796,"Area Majority / Influence|Campaign / Battle Card Driven|Dice Rolling|Movement Points|Point to Point Movement|Simulation|Variable Player Powers","GMT Games|Spielworxx","Mark Herman","Country: France|Country: Great Britain|Country: USA|Digital Implementations: Rally the Troops|Holidays:  4th of July|Players: Two-Player Only Games","Age of Reason|American Revolutionary War|Civil War|Wargame"
26990,"Container",2007,90,995,6.63446,7.16531,4912,3.236,"Auction / Bidding|Auction: Sealed Bid|Commodity Speculation|Pick-up and Deliver|Set Collection","Valley Games, Inc.","Franz-Benno Delonge|Thomas Ewert","Digital Implementations: BoardSpace|Digital Implementations: VASSAL|Series: Modern Line (Valley Games)","Economic|Industry / Manufacturing|Nautical|Transportation"
313889,"Hoplomachus: Victorum",2023,90,992,6.63942,8.36681,1643,3.5333,"Dice Rolling|Solo / Solitaire Game","Chip Theory Games|Dice Realm|Frosted Games|Lucky Duck Games|YOKA Games","Josh J. Carlson|Adam Carlson|Logan Giannini","Ancient: Rome|Components: PVC Cards|Crowdfunding: Kickstarter|Game: Hoplomachus|Players: Solitaire Only Games|Theme: Gladiators|Theme: Volcanoes","Dice|Fighting"
904,"Nightmare Productions",2000,60,998,6.63177,7.06672,5902,2.0993,"Auction / Bidding|Auction: Turn Order Until Pass|Closed Economy Auction|End Game Bonuses|Victory Points as a Resource","Filosofia Éditions|Hasbro|Trick or Treat Studios|Überplay|Competo / Marektoy|Egmont Polska|Imagine Jogos|Ludonova|Summon Games","Reiner Knizia","Misc: LongPack Games|Movies: Horror Movies|Series: Filosofia Reprints|Theme: Movie Industry","Movies / TV / Radio theme"
177590,"13 Days: The Cuban Missile Crisis, 1962",2016,45,1001,6.62888,7.19923,4614,2.3289,"Action / Event|Advantage Token|Area Majority / Influence|Campaign / Battle Card Driven|End Game Bonuses|Hand Management|Take That|Tug of War","Jolly Roger Games|Ultra PRO|Cranio Creations|Frosted Games|Gemenot|Ludonova|Matagot|Pegasus Spiele|Surfin' Meeple China","Asger Harding Granerud|Daniel Skjold Pedersen","Components: Multi-Use Cards|Country: Cuba|Country: Soviet Union|Country: USA|Crowdfunding: Kickstarter|Digital Implementations: VASSAL|Historical Figures: Fidel Castro|Historical Figures: Various|History: Cold War|History: Cuban Missile Crisis|Players: Two-Player Only Games|Players: Wargames with Rules Supporting Only Two Players|Political: United Nations|Theme: Nuclear option","Bluffing|Modern Warfare|Political|Wargame"
119788,"Hyperborea",2014,150,1002,6.62862,7.16621,5061,3.1612,"Action Drafting|Area Majority / Influence|Deck, Bag, and Pool Building|Grid Movement|Hexagon Grid|Modular Board|Movement Points|Variable Player Powers","Asterion Press|Asmodee|Marabunta|Yemaia","Andrea Chiarvesio|Pierluca Zizzi","Components: Gems/Crystals|Components: Miniatures","Civilization|Exploration|Fantasy|Fighting"
155362,"Ca$h 'n Guns: Second Edition",2014,30,1005,6.62594,6.81513,16035,1.2473,"Open Drafting|Player Elimination|Simultaneous Action Selection|Take That|Variable Player Powers","Repos Production|Asterion Press|Boardgame Space|Hobby Japan|Rebel Sp. z o.o.|Redbox Editora (Redbox)|Siam Board Games","Ludovic Maublanc","Game: Ca$h 'n Gun$|Theme: Burglary and Heists|Theme: Mystery / Crime","Bluffing|Fighting|Humor|Mafia|Negotiation|Party Game"
329465,"Red Rising",2021,60,1008,6.62358,6.97413,8864,2.3184,"Dice Rolling|End Game Bonuses|Hand Management|Open Drafting|Set Collection|Solo / Solitaire Game|Take That|Variable Player Powers","Stonemaier Games|Albi|Automa Factory|Corax Games|Delta Vision Publishing|Geekach Games|Ghenos Games|Grok Games|Lavka Games|Ludofy Creative|Maldito Games|Matagot|PHALANX|sternenschimmermeer","Alexander Schmidt (II)|Jamey Stegmaier","Card Games: Draw and Discard|Crowdfunding: Spieleschmiede|Digital Implementations: Tabletopia|Misc: Watch It Played How To Videos|Organizations: Automa Factory|Players: Games with Solitaire Rules","Card Game|Novel-based|Science Fiction"
1041,"San Marco",2001,75,1012,6.6204,7.17413,4621,2.6749,"Area Majority / Influence|I Cut, You Choose|Open Drafting","Ravensburger","Alan R. Moon|Aaron Weissblum","Cities: Venice (Veneto, Italy)|Components: Map (City Scale)|Country: Italy|Occupation: Architect","Medieval|Political"
173,"Formula Dé",1997,120,1013,6.62037,6.99146,7967,1.9558,"Different Dice Movement|Grid Movement|Player Elimination|Push Your Luck|Race|Roll / Spin and Move|Simulation|Team-Based Game","Eurogames|999 Games|Asmodee|Descartes Editeur|Fantasy Shop|Top Licence Games","Laurent Lavaur|Eric Randall","Cities: Monte Carlo (Monaco)|Components: Polyhedral (not D6) dice|Game: Formula Dé / Formula D|Misc: Dice Tower Hall of Fame|Sports: Auto Racing|Sports: Formula 1","Racing|Sports"
154458,"Akrotiri",2014,45,1016,6.61931,7.1622,4864,2.6373,"Action Points|Contracts|End Game Bonuses|Hand Management|Hidden Victory Points|Income|Map Addition|Market|Modular Board|Movement Points|Network and Route Building|Open Drafting|Pick-up and Deliver|Point to Point Movement|Tags|Tile Placement|Variable Set-up|Worker Placement|Zone of Control","Asmodee|Filosofia Éditions|Hobby Japan|SD Games|Z-Man Games","Jay Cormier|Sen-Foong Lim","Ancient: Greece|Components: Wooden pieces & boards|Organizations: The Game Artisans of Canada|Players: Two-Player Only Games|Region: Aegean Sea","Ancient|Civilization|Economic|Exploration|Transportation"
94,"Union Pacific",1999,90,1018,6.61822,7.19423,4385,2.5458,"Network and Route Building|Open Drafting|Stock Holding","AMIGO|999 Games|Rio Grande Games","Alan R. Moon","Country: USA","Economic|Trains"
112,"Condottiere",1995,45,1017,6.61864,6.88454,10548,1.9609,"Area Majority / Influence|Auction / Bidding|Constrained Bidding|Hand Management","Eurogames|(Unknown)|Arclight Games|Delta Vision Publishing|Descartes Editeur|Edge Entertainment|Fantasy Flight Games|Galakta|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|Lautapelit.fi|Nexus Editrice|Roomiz Games|Ubik|Z-Man Games","Dominique Ehrhard|Duccio Vitale|Justin Kemppainen","Admin: Better Description Needed!|Cities: Florence (Tuscany, Italy)|Components: Map (Continental / National scale)|Components: Wooden pieces & boards|Country: Italy|Digital Implementations: VASSAL|History: Italian City-States|Series: Fantasy Flight Silver Line","Bluffing|Card Game|Medieval|Negotiation"
403441,"Windmill Valley",2024,90,981,6.64677,7.74811,2395,3.0526,"End Game Bonuses|Market|Multi-Use Cards|Network and Route Building|Rondel|Solo / Solitaire Game|Variable Player Powers|Variable Set-up","Board&Dice|BO3 Studio|Bohemian Games|CMON Global Limited|GateOnGames|Giant Roc|Gramatury|HIT Games|Laguna|Maldito Games|Mosaico Jogos|Pixie Games","Dani Garcia","Country: Netherlands|Misc: LongPack Games|Theme: Flowers","Economic|Farming"
210296,"DinoGenics",2019,120,1020,6.61509,7.57641,2701,2.9302,"Dice Rolling|Events|Hand Management|Set Collection|Solo / Solitaire Game|Tile Placement|Turn Order: Stat-Based|Worker Placement","Ninth Haven Games|La Boîte de Jeu|Giant Roc","Richard Keene","Animals: Dinosaurs|Components: Meeples (Dinosaur) / Dinomeeples|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: TableTop Simulator Mod (TTS)|Digital Implementations: Tabletopia|Theme: Amusement Parks / Theme Parks|Theme: Zoos, Aquaria, Safari Parks","Science Fiction|Territory Building"
244992,"The Mind",2018,20,1022,6.61482,6.73857,34485,1.0777,"Communication Limits|Cooperative Game|Hand Management","Nürnberger-Spielkarten-Verlag|Arclight Games|Brain Games|Coiledspring Games|DV Games|FoxGames|Fractal Juegos|GaGa Games|Galápagos Jogos|Game Factory|Gém Klub Kft.|Ideal Board Games|Kaissa Chess & Games|Lanlalen|Lautapelit.fi|Maldón|Mar Lúdico|Mercurio|Oya|Pandasaurus Games|Popcorn Games|Pravi Junak|REXhry|Swan Panasia Co., Ltd.|Vennerød Forlag AS|White Goblin Games|YellowBOX","Wolfgang Warsch","Digital Implementations: Apple App Store|Digital Implementations: Google Play|Misc: Watch It Played How To Videos|Series: Nature Line (Nürnberger-Spielkarten-Verlag)|Series: NSV Middys (Nürnberger Spielkartenverlag)","Card Game|Number"
98229,"Pictomania",2011,25,1021,6.6149,7.26035,3956,1.521,"Drawing","Czech Games Edition|Dino Toys s. r. o.|Ediciones MasQueOca|Hobby Japan|IELLO|Lifestyle Boardgames Ltd|Pegasus Spiele|Stronghold Games|Swan Panasia Co., Ltd.|Trefl|White Goblin Games","Vlaada Chvátil","Mechanism: Drawing|Mechanism: Give a Clue / Get a Clue","Party Game|Real-time"
400366,"Wondrous Creatures",2024,80,782,6.76187,8.10146,2252,2.9681,"End Game Bonuses|Hexagon Grid|Open Drafting|Set Collection|Tags|Variable Player Powers|Worker Placement|Worker Placement, Different Worker Types","Bad Comet|DSV Games|GaGa Games|Gém Klub Kft.|MTS Games|REXhry|Samaruc Games|Strohmann Games|Super Meeple","Yeom.C.W","Components: Magnets|Components: Meeples (Animal) / Animeeples|Components: Sand Timers|Components: Wooden pieces & boards|Containers: Book-like|Crowdfunding: Kickstarter|Players: Games with Solitaire Rules","Fantasy"
238992,"Call to Adventure",2019,60,1029,6.60997,7.06651,6727,2.006,"Cooperative Game|Deck, Bag, and Pool Building|Dice Rolling|Set Collection|Solo / Solitaire Game|Storytelling","Asmodee|La Boîte de Jeu|Brotherwise Games|GaGa Games|Game Harbor|Gém Klub Kft.|Hobby Japan|MINDOK|Rebel Sp. z o.o.","Johnny O'Neal|Christopher O'Neal","Containers: Book-like|Crowdfunding: Kickstarter|Digital Implementations: Tabletopia|Game: Call to Adventure|Players: Games with Solitaire Rules","Card Game|Fantasy|Novel-based"
18098,"Napoleon's Triumph",2007,180,1042,6.60464,7.99543,1848,3.6593,"Area Movement|Secret Unit Deployment|Simulation","Histogame|Simmons Games","Bowen Simmons","Cities: Austerlitz (Czech Republic)|Components: Block Wargames|Components: Wooden pieces & boards|Country: Czech Republic|Players: Two-Player Only Games","Napoleonic|Wargame"
318553,"Rajas of the Ganges: The Dice Charmers",2020,45,1045,6.60261,7.50588,2792,2.2821,"Dice Rolling|Paper-and-Pencil|Race","HUCH!|Dice Realm|nostalgia (III)|R&R Games","Inka Brand|Markus Brand","Components: Dice with Icons|Country: India|Digital Implementations: Yucata|Game: Rajas of the Ganges|Mechanism: Dice Drafting|Mechanism: Roll-and-Write|Religious: Hinduism|Versions & Editions: Dice Versions of Non-Dice Games|Versions & Editions: Roll- or Flip-and-Write Versions of Non-Writing Games","Dice"
177678,"Signorie",2015,120,1048,6.59975,7.37152,3233,3.5089,"Dice Rolling|Set Collection|Variable Set-up|Worker Placement|Worker Placement with Dice Workers","What's Your Game?|Ghenos Games|hobbity.eu","Andrea Chiarvesio|Pierluca Zizzi","Country: Italy|Digital Implementations: Board Game Arena|Mechanism: Dice Drafting","Dice|Renaissance"
281466,"Yedo: Deluxe Master Set",2020,90,1051,6.59872,7.92263,1896,3.2239,"Action Queue|Auction / Bidding|Hand Management|Set Collection|Solo / Solitaire Game|Worker Placement","Board&Dice|Giant Roc|TCG Factory","Thomas Vande Ginste|Wolf Plancke","Country: Japan|Crowdfunding: Kickstarter|Crowdfunding: Spieleschmiede|Game: Yedo|History: Edo Period|Misc: LongPack Games","Medieval"
11971,"Cockroach Poker",2004,20,1050,6.59902,6.80132,15015,1.1002,"Hand Management|Set Collection|Single Loser Game","Drei Magier Spiele|999 Games|ADC Blackfire Entertainment|Coiledspring Games|Competo / Marektoy|Corfix|Devir|G3|Gém Klub Kft.|Gigamic|Kod Kod|Korea Boardgames|Lanlalen|Lion Rampant Imports|Möbius Games|Oya|Rebel Sp. z o.o.|Swan Panasia Co., Ltd.","Jacques Zeimet","Animals: Bats|Animals: Cockroaches|Animals: Frogs / Toads|Animals: Insects|Animals: Rats|Animals: Spiders|Series: Ugly Animals (Drei Magier)","Bluffing|Card Game|Party Game"
245487,"Orchard: 9 card solitaire game",2018,10,1052,6.59857,7.26966,3924,1.1909,"Layering|Melding and Splaying|Pattern Building|Solo / Solitaire Game|Tile Placement","(Self-Published)|(Web published)|Abi Games|Board Game Circus|Dexker Games|Gam'inBIZ|Gameland 游戏大陆|GateOnGames|Giga Mech Games|Guf Studios|Lotus Frog Games|Meeple On Board|Melmac Games|Side Room Games|Treetato Studio","Mark Tuck","Category: Print-on-Demand|Contests: 9 Card Nanogame PnP|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: Tabletopia|Food & Drink: Fruit|Mechanism: Partially overlapping cards|Players: Solitaire Only Games|Series: Harvesting (Side Room Games)|Theme: Gardening","Abstract Strategy|Card Game|Farming|Print & Play"
242804,"Lowlands",2018,100,1055,6.59698,7.37974,3218,3.0825,"Action Points|Set Collection|Tile Placement|Worker Placement","Feuerland Spiele|DiceTree Games|Maldito Games|テンデイズゲームズ (TendaysGames)|Z-Man Games","Claudia Partenheimer|Ralf Partenheimer","Animals: Sheep|Components: Meeples (Animal) / Animeeples|Country: Netherlands|Series: Uwe Rosenberg Collection (Feuerland Spiele)","Farming"
391137,"Galactic Cruise",2025,150,692,6.83005,8.47079,2015,3.8777,"Action Points|Connections|End Game Bonuses|Hand Management|Income|Market|Modular Board|Multi-Use Cards|Open Drafting|Set Collection|Solo / Solitaire Game|Track Movement|Variable Set-up|Victory Points as a Resource|Worker Placement|Worker Placement, Different Worker Types","Kinson Key Games|CrowD Games|Dranda Games|HIT Games|PD-Verlag|Portal Games|Super Meeple","T.K. King|Dennis Northcott|Koltin Thompson","Crowdfunding: Kickstarter|Digital Implementations: TableTop Simulator Mod (TTS)|Misc: GettingGames Tutorial Videos|Misc: LongPack Games|Occupation: Astronaut|Players: Games with Solitaire Rules|Space: Earth's Solar System|Theme: Cruise ships","Aviation / Flight|Economic|Industry / Manufacturing|Science Fiction|Space Exploration"
147151,"Concept",2013,40,1059,6.59454,6.75226,21266,1.3806,"Communication Limits|Race|Real-Time|Team-Based Game","Repos Production|ADC Blackfire Entertainment|Asmodee|Asterion Press|Galápagos Jogos|Gém Klub Kft.|Hobby Japan|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Lifestyle Boardgames Ltd|Rebel Sp. z o.o.|Rozum|Sombreros Production","Gaëtan Beaujannot|Alain Rivollet","Digital Implementations: Board Game Arena|Mechanism: Give a Clue / Get a Clue|Organizations: Forgenext","Deduction|Party Game|Real-time|Word Game"
41066,"Virgin Queen",2012,420,1071,6.58841,7.991,1829,4.4389,"Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Simulation|Variable Phase Order|Variable Player Powers","GMT Games|Spielworxx|Banana Games","Ed Beach","Continents: Europe|Country: England|Country: France|Country: Netherlands|Country: Ottoman Empire|Country: Spain|History: Age of Discovery|History: Age of Kings|History: Anglo-Spanish War|History: Classical Age of the Ottoman Empire|History: French Wars of Religion|History: Holy Roman Empire|Theme: Colonial|War Level of Command: Grand Strategy","Negotiation|Pike and Shot|Political|Religious|Renaissance|Wargame"
38054,"Snow Tails",2008,60,1068,6.58959,6.96859,6529,2.0504,"Hand Management|Modular Board|Player Elimination|Race","Fragor Games|Asmodee|Renegade Game Studios","Gordon Lamont|Fraser Lamont","Animals: Dogs|Region: Arctic|Sports: Dog Sledding|Sports: Winter Sports","Animals|Racing|Sports"
26566,"Homesteaders",2009,90,1072,6.58771,7.18473,3969,3.045,"Auction / Bidding|Auction Compensation|Auction: Fixed Placement|Auction: Turn Order Until Pass|Constrained Bidding|End Game Bonuses|Income|Loans|Open Drafting|Worker Placement","Tasty Minstrel Games|Quined Games","Alex Rockwell","Animals: Cattle / Cows|Digital Implementations: Board Game Arena|Mechanism: Tableau Building|Series: Master Print (Quined)|Series: TMG Originals","American West|City Building|Economic"
362452,"Atiwa",2022,120,1067,6.59056,7.46613,2889,2.7348,"Automatic Resource Growth|End Game Bonuses|Modular Board|Turn Order: Claim Action|Worker Placement","Lookout Games|999 Games|GoKids 玩樂小子|Hobby Japan|Rebel Sp. z o.o.","Uwe Rosenberg","Animals: Bats|Animals: Goats|Components: Control Boards|Components: Meeples (Animal) / Animeeples|Components: Wooden pieces & boards|Continents: Africa|Country: Ghana|Mechanism: Tableau Building|Occupation: Farmer|Players: Games with Solitaire Rules|Series: Harvest (Uwe Rosenberg)|Theme: Ecology|Theme: Endangered / Extinct species|Theme: Environmental Protection / Degradation / Pollution|Theme: Food / Cooking|Theme: Trees and Forests","Animals|Economic|Educational|Environmental|Farming|Territory Building"
139898,"Brew Crafters",2013,90,1084,6.58373,7.36925,3161,3.5779,"End Game Bonuses|Variable Set-up|Worker Placement","Dice Hate Me Games","Ben Rosset","Components: Multi-Use Cards|Crowdfunding: Kickstarter|Food & Drink: Beer","Economic|Industry / Manufacturing"
420087,"Flip 7",2024,20,915,6.67914,7.19566,5833,1.0786,"Push Your Luck|Score-and-Reset Game","The Op Games|999 Games|Catch Up Games|Ghenos Games|KOSMOS|Randolph","Eric Olsen","Digital Implementations: Board Game Arena","Card Game|Number|Party Game"
